"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:BOP(21.0.0)","UGA.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Uganda","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-89.869699299945","123.101432590057","-94.596624459943","-108.837297720057","125.14371307","-47.5021471","-43.767054180053","-97.51029698","-53.61014665","-299.92058914","-263.7","-173.16","-91.3","48.5","-101.7","-200.07","-114.89","-293.93","-273.99","-243.9","-249.8","-302.882895537412","-304.5249103289106","-209.4636614628708","-336.8315088661674","-445.2794337845502","3112.97003516243","-578.3255799820747","-1136.589319277858","-1305.29696693869","-1112.585890290964","-1593.191062786673","-1090.135246533315","-1047.193775162258","-1614.149448544862","-1267.889860970566","-778.293550359154","-875.6653497963546","-1954.839324624781","-1773.93","-1875.05","-2817.51","-4085.38","-3587.94",""
"IMF.STA:BOP(21.0.0)","SOM.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Somalia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","MLI.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Mali","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","-66.46823395754421","-49.63371193844391","-7.558622472830195","-67.35920788514352","-140.4887598703354","-155.104162144182","-117.2184088392026","-102.3763039873264","-110.8339666682359","-65.61915516135835","-147.2411605015019","-177.0977605940507","-95.28715891750569","-114.8326674192512","-70.65646892630369","-113.2720842519158","7.270331395380118","-119.4974680375732","-70.45422469037344","-45.17252861195727","-165.0811576761175","-108.9839412360921","-81.18294747751519","-94.20600529722947","-129.5100755998211","-155.5121930081082","-161.9762064950268","-10.51731424647723","-59.16736038382699","-228.7678730012342","-256.0983562620707","2004.304440866773","-230.3431533218331","-668.408009654692","-318.6946543609186","-900.5965388483319","-319.5744067587383","-188.5901569482284","-149.374420301385","-484.7290268287053","-420.3705387563394","-869.6054963049849","-893.6085223641912","-532.4103080120467","-1036.407553945507","-103.3929239654894","-1290.57846972537","-1379.51262119533","-1523.353678199827",""
"IMF.STA:BOP(21.0.0)","FSM.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Micronesia, Federated States of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.3946","-0.5217","-29.2304","-3.3322","4.4436","6.2151","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","MOZ.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Mozambique, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-107.85331883","-113.0056603999999","-399.31198064081","-591.647410564251","-895.5893966275","-1020.588233108401","-3580.348639055246","-5626.24153595304","-6175.1246426201","-4901.79008934221","-3866.83198683","-3093.429233066","-2293.088453906818","-1703.366071824011","-3410.215326037882","-3034.562056169457","-5101.667954530853","-2458.453111435022","-2509.40327014375","-3552.735848000255"
"IMF.STA:BOP(21.0.0)","HTI.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Haiti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","BHS.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Bahamas, The","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","-6.9","2.3","3.2","2.3","3.0","3.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","0.0","","","18.8","7.21","21.863975","16.72","25.393","44.203","36.958","52.797","20.638115","12.40383333","21.6965","16.6875","11.7","269.88472393","-656.81302952","447.114","-99.839","330.20151212","238.60490124"
"IMF.STA:BOP(21.0.0)","ANT.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Netherlands Antilles","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66666666759259","3.88888889104938","15.0000000083333","12.7777777848765","9.44444444969136","32.0000000177778","21.9444444566358","32.8333333515741","36.3333333417439","42.5555555555556","49.4444444444444","-13.8888888888889","57.1111111111111","75.8364312267659","49.0502793296089","30.6703910614525","18.8268156424581","12.4581005586592","58.2122905027933","16.927374301676","30.5586592178771","-8.99441340782123","21.3966480446927","10.2234636871508","35.9078212290503","31.863687150838","37.5005586592179","-3.67597765363128","0.873184357541902","24.2581005586592","-58.3351955307263","79.1620111731844","70.5027932960894","105.558659217877","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","GMB.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Gambia, The","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","HRV.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Croatia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.639009621294626","-10.88499117560765","-4.71217994527952","-628.5429760510084","-566.5440158031324","-15.73914128081074","-601.7805586174408","-752.2115688568706","-636.6378316977425","414.1786340141255","-957.252827448076","-385.012532103526","1509.372369224255","322.0056195168242","-489.3153288769235","1040.062339791781","-711.3444010641635","-387.1632855835031","-876.1495219005805","-2269.441779395706","-2578.909154181886","941.3189721386642","-160.580797624976","1522.91315902919","453.8210423360971","1182.507565228893","1495.949476109312","52.72566818719","-89.2565482683759","1839.021677367436","-687.5494766147257","2486.821793344191"
"IMF.STA:BOP(21.0.0)","MLI.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Mali","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.4965277945501857","7.817782148824535","-4.512233227796118","-0.8400038776202168","-16.52896106443132","-11.66306240258043","-53.83925024556991","-0.5190573132678127","2.637776748161581","15.07799698054849","11.08291730743827","46.67452195201589","95.73990141979588","39.16703718526902","455.5428734912008","-54.95400641326334","41.21386498443304","107.9131617560121","-15.92843189180824","-54.20339297978944","-371.7068897104093","-112.5429439102941","-163.651327010226","-82.01598693146063","-46.77245414067061","-580.9607556529995","67.63675168237161","-163.4913049535919",""
"IMF.STA:BOP(21.0.0)","YAR.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Yemen Arab Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","MLI.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Mali","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.006412116654546","5.042885572160617","4.965815517960602","9.749359036007615","-3.055636403403648","-2.366532810136726","-3.680103979920364","-1.52157786376028","-3.149060494917592","-10.06964842169197","-2.893628248706765","8.374099229133327","5.989287910984463","-7.050570952964094","-6.363470803921761","-5.72971632402687","-1.205216850007787","21.87449699454785","-4.061271097440073","-17.41699966816694","-111.4297814313793","-43.2389696364392","-69.77066457299618","-8.883776989811967","-1.350180313931142","-78.62204003030207","-104.5565827209555","-243.3743419491836","-131.1318115376222","-100.4004959967037","-224.9371625022705","-70.28751701712147","-65.56161588425509","-180.4259922072828","-752.3813484058409","-398.8930653991052","-552.491796878544","-381.8932120014631","-305.0850673356258","-143.5995492318162","-193.1539927062792","-259.4608051151325","-548.2383529097906","-467.0058942279295","-858.0678442465651","-535.6968160856954","-584.0690237391556","-671.836204531705","-672.8948812372449",""
"IMF.STA:BOP(21.0.0)","GMB.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Gambia, The","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.104763226365639","-12.36486159706486","0.0","-2.009878341704474","0.0","0.0","0.0","0.0","0.0","-1.525217663583548","-1.177623969141361","-13.71383432109348","0.0","-9.270433339439139","-6.323269186319778","-10.74122167685981","-9.716366670373663","-7.729249072254266","-10.65511398005577","-11.6664760379732","","","","","","-18.272720342347","-55.52631944078305","-53.65028001908405","-82.20810258776497","-78.09482095857943","-70.79238232071376","-39.4473437084005","-37.1555333575328","-94.34212293644049","-51.17121467282915","-73.18169996358516","-35.23496649925074","-74.23","-71.1698462506449","-71.0","-85.49","-72.71","-193.06","-251.8226288073659","-231.488","-205.5414737838542","-232.3570639171341"
"IMF.STA:BOP(21.0.0)","ZMB.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Zambia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-372.8","-51.0","-511.8","-914.7","-642.5","-59.6","-239.7","-544.0","-35.1","-94.7","-255.1","-1933.2","-274.8","-197.2","","","","","","-407.4","-404.7","-419.7","-144.65","-708.05","-251.34","-517.68","-52.21","2217.361960246864","3014.405030882209","-16.9644210989604","-380.219011591312","1141.491361505911","1647.601064820178","1213.063431875661","1562.472375036092","86.991076411116","-353.9132717667366","-671.524126289646","-969.6721095830918","-345.85586388637","-251.3420323942125","135.7531280501415","2001.802516400847","2901.756513193091","1432.576842594656","-1183.191850803806",""
"IMF.STA:BOP(21.0.0)","BHS.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Bahamas, The","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.5","-31.3","15.8","39.1","-6.1","-157.5","-69.3","10.6","72.7","30.1","-57.11","-44.9","-71.7","-114.8","-54.2","-160.8","-22.8","8.7","-57.7","-107.5","-188.7","-355.5","-698.5","-550.9","-491.41","-295.8","-344.28","-424.59","-174.82","-910.98321100001","-1359.21","-1076.41","-1114.493212820008","-868.763","-1100.387","-967.565","-1388.315","-1049.431","-1470.65792082999","-351.094249120003","-700.2775159200015","-1085.328924957335","-851.6971051896668","374.5874703290014","-1692.267008093595","-1443.227376201094","-1223.205633378749","-1245.493165405994","-904.7568322951"
"IMF.STA:BOP(21.0.0)","LBN.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Lebanon","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.70000005637","-1308.35459753655","-5090.5196910032","-3331.04409186966","-1993.63851962836","-7011.83872116231","-5438.97159783643","-9764.64728874723","-476.333729288441","-3429.79279567","-9405.7137825","-7339.97492331","-11213.20624124","-8722.35669343","-11781.83576881","-8856.7958917","-4143.58861571252","-5930.50715706714","-9763.80815072159","-6451.56494722396","-5644.8450850025","-3404.58001288572",""
"IMF.STA:BOP(21.0.0)","ZAF.NNAFANIL_T.FAB.USD.A","OBS_VALUE","South Africa","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","-346.579941646335","-254.990936198273","200.1999200001119","-100.7999597203361","-20.99999160840334","-75.59996979025205","123.1999507692996","-58.79997650352937","-2.799998881120446","-39.19998433568624","-187.5999250350699","256.1998976225208","-200.1999200001119","120.3999518881792","320.599871888291","120.3999518881792","-124.5999502098598","-57.3999770629692","195.9999216784311","-26.59998937064427","747.5997012591591","-90.99996363641448","-400.3998400002238","-334.4764372792641","465.0464375812783","-157.0904088252038","-157.8593389194512","147.9834670505181","-595.699999482","-399.049999653","40.249999965","14.1929651928793","753.701224857706","-1402.88787031311","843.3789462614313","951.7922929351452","-591.8034940945025","1459.80463258104","2866.59573009243","4406.303403574848","1628.512253313311","1202.745944586468","1391.678548446415","1575.384758477355","758.861776451072","335.7884538820207","-484.865648456728","-3385.215877570479","-4125.682218006036","-3551.318391677101","-4036.37020494914","-1231.248287776737","450.9805862320739","1291.850523951186","308.0865395745328","1553.824792230176","-1110.683709959747","-6826.499047348299","-12432.25011027902","-15823.30442428622","-9770.187604566567","-14376.17356694913","-7508.503765445168","-12417.23567835047","-24265.30353859327","-18617.94493863249","-22978.01014095882","-16333.41680534704","-8759.729817165433","-8197.752011728691","-11425.1806764326","-7194.950237178348","7870.090510065403","17152.13033233109","-3910.235396269667","-3821.062885315296","-3557.005628710796"
"IMF.STA:BOP(21.0.0)","CSK.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Czechoslovakia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","LBN.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Lebanon","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1335.76","-2249.06931318818","-1071.72809745821","-1908.00361240255","-1799.88237219901","-2527.8907578597","-3346.46547038383","-3677.83019875614","-3793.2302219322","-2200.40513859","-2081.1234747","-685.3898717","-1621.8025933","-1499.0776564","-1563.7423437","-1204.9756862","-2026.78872380327","-1567.35139833485","-1577.9812657599","-1938.56521599053","-460.686777119609","-582.765209445304",""
"IMF.STA:BOP(21.0.0)","KOS.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Kosovo, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.59672732305192","-66.87250598739577","44.84066733969426","-102.4446573227014","-665.3624709314149","-151.2604598664912","-390.0799425111337","-526.5226612480035","-299.1704358101405","-174.9256683617228","-187.8304355708667","-343.6693882454144","-219.6284965217071","-296.9304605116056","-383.5180669987888","-180.4840989548487","-638.1887542841608","-425.508001620986","-711.8065377032575","-447.0057556447558",""
"IMF.STA:BOP(21.0.0)","CWX.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Curaçao and Sint Maarten","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-100.659217877095","-326.972067039106","-157.581005586592","-441.525139664804","-329.001675977654","-208.720670391061","-178.010591128492","-199.159677692737","-100.618785134078","-116.465447586592","-23.7931909273743","67.5647745530726","-63.2775534357542",""
"IMF.STA:BOP(21.0.0)","SVK.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Slovak Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-138.1984441950107","-256.0157968577395","-226.045942033329","-303.1691604090491","-78.46207117876634","-417.2527341733615","-730.4006996211275","-2030.972175375042","-1508.052722116976","-4100.939036198026","-535.6856610382775","-4059.377511588472","-2909.24845844001","-5202.385156692543","-3414.69909969779","-4117.039837041526","972.6269591876705","-876.0883799576987","-2733.621386160467","-3008.780998683305","272.8240809157028","642.1261201562888","-102.0859921936305","-695.4533821131639","-2724.047455765056","-1294.427216880109","-2450.723015831817","2766.594281126961","-1512.472094957435","-2781.042660770855","-87.933104502508","-1272.768799510872"
"IMF.STA:BOP(21.0.0)","GAB.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Gabon","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-56.5462824088442","-48.3260649645992","-23.5233361327591","-47.4733413409727","-126.930025394883","-106.123338678723","-4.76019743570893","-11.0403047027581","-103.665573215823","-82.1197920239425","-122.814231171155","38.5569905853387","-44.6624041667736","69.4772066475077","-101.249830648339","116.187668787633","99.6029039968595","349.559351379179","491.384626725534","332.254884675673","-113.427915441184","230.500568589461","67.9573206827419","92.8464184944936","-61.9924408707406","-178.872924738814","-344.28020037009","-166.927616757906","","-595.952004973043","-821.609383613115","-392.175723068853","-146.80067282179","-1098.12716896917","233.409728142014","-87.7418765977063","-782.969847001675","-25.2532123377691","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","JAM.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Jamaica","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","9.7","26.6","26.4","-27.7","11.5","15.8","18.7","-12.2","9.0","4.6","-53.4","12.0","-57.1","-137.9","-133.2","-142.4","-77.9","-77.0","-81.1","-90.4","-146.7","-287.1","-428.8","-394.0","-524.9","-407.2","-604.4","-541.644805026738","-581.471995872958","-796.768451046148","-751.496215322257","-1360.72541079182","-479.765232857181","-169.451029958887","-143.677170749787","-323.447006491632","-469.9783386570601","-522.6687408741114","-890.7648249700393","-657.8907362579758","-854.5036479886005","-761.9498596240898","-219.4247099425219","-258.4078905613142","-264.3250790000001","-258.4460000000001","-380.4139177769261","-163.5314950000001"
"IMF.STA:BOP(21.0.0)","LBN.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Lebanon","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-849.54","129.198404209613","707.352671186756","-535.873956018327","-1665.46282519037","-170.34961756088","-637.309471286066","-1864.51303076857","2635.2877751547","753.05592402","-1194.4090963","-1569.74042851","-2616.40265614","-524.58582303","-7083.7435756","-4945.3228629","3607.38720492739","1106.25563290488","-2205.47206546705","-883.472210077517","3915.12741996543","2445.68386516909",""
"IMF.STA:BOP(21.0.0)","GRC.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Greece","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","1.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","-5893.383606936372","-8080.354569263173","-8542.536952255157","-10429.66989824101","-13668.56570274921","-17474.19408454194","-9123.190738016281","-9364.94430951119","-23910.20761430271","-25092.09617904599","-32254.02279419252","26879.75183836154","26596.94443892707","128276.8823959716","7658.645331934932","8084.250926204294","8862.96406465119","10452.13149964018","-24102.45296885173","-1224.382714645577","25707.26449373378","53375.65903177558","26810.12440195489","8352.714047855601","-2769.750665069158","-7379.747867250331"
"IMF.STA:BOP(21.0.0)","VUT.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Vanuatu","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","-3.45350281514223","1.00690783559519","-0.688547435160941","4.325779531805","0.334395206571158","-2.10654295110007","-0.896254238365618","1.38876427054923","0.795111288962473","-1.6772098206543","-3.54555616275067","0.869768172951572","1.58707086679458","-6.7110635445341","0.195764891731345","17.5168756914007","0.0","0.0","0.0","0.0","2.49415918778671","0.0","0.662926311126876","0.155281187312306","0.186290530016156","",""
"IMF.STA:BOP(21.0.0)","CZE.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Czech Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-564.3579202543262","-761.909277278694","-2530.950304114819","-1280.582848306462","-1258.834973624456","-3574.81799637713","-6222.615310503559","-4944.400745088038","-5476.031435084218","-8285.21245894275","-1813.296003768227","-3940.285580833102","-11628.8466673047","-4042.665553771814","-8963.737208911507","-2257.634943813692","-1951.523283410201","-4918.465928197594","-2592.551185933278","-6180.626419769516","379.9794064653749","-4014.531794051279","2026.234172196736","-7711.369348170334","-1834.383759130178","-2244.655309319798","-5975.777816229982","-6428.184037798546","-1345.996110056908","-3471.07648418723","-3443.344467690541","-1872.787885431319"
"IMF.STA:BOP(21.0.0)","KOS.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Kosovo, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-53.38531425511941","-133.8767545279296","-363.1113614013305","-590.7314760615347","-502.2553678617679","-388.5557464009926","-439.9505413815119","-528.2709687938751","-272.8804570373875","-331.559735687281","-164.3745996914093","-302.2747859907205","-196.7266333121249","-236.7126868485462","-264.0060905819344","-211.1428701696862","-326.127457964062","-382.1520615069546","-580.5797355397858","-703.0076565109933",""
"IMF.STA:BOP(21.0.0)","SVK.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Slovak Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.1582715194751","1134.430237426776","581.1366123442734","-1897.63738374658","-1680.530104754507","-2388.692685806156","-1012.913957380636","-547.9986787469318","-1532.408925655716","-1546.532163289237","-153.0763988841568","-4113.407630733096","-4740.458104878204","-5170.35837363044","-3814.059813218115","-8612.156378750591","-3348.389648728974","-3176.009861211078","-4644.25780939829","406.5186483327676","-725.1570310644851","-390.5947681410087","-526.3041128468581","-1766.229288986923","-3065.117517111237","-2552.735573475998","-1547.46090366128","1857.628628583877","-3453.817151139086","-8311.962520285879","-2800.186410373576","-2681.341706422323"
"IMF.STA:BOP(21.0.0)","BHR.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Bahrain, Kingdom of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.860935549585172","-207.0277369316021","-393.7823844149687","-14.9695447579998","85.68789446046348","580.9014951102159","1092.287236947572","66.48936187896108","57.18085121590652","25.53191492191039","833.2446808510638","-75.79787234042553","-287.2340425531915","306.9148936170213","76.32978723404256","-360.6382978723404","-588.8297872340426","-487.2340425531915","-706.3829990757507","-1224.468199086136","1895.543062556921","503.8138182310056","87.62805208537613","-39.13870635785156","-204.4851408722647","229.9106328492556","540.5760531136729","1268.932434101543","-449.3413494248271","548.6914056525","1674.205016540612","2273.404450205521","2966.736632915638","2276.657456053965","544.3250372428618","927.0439538811622","3394.946808510638","2726.816574803324","2517.888940325676","2397.023373891819","1117.920740962617","-1687.710974917069","-980.5851063829787","-3283.776595744681","-411.436170212766","-3851.595744680851","1673.670212765957","4723.13829787234","399.468085106383","2019.148936170212"
"IMF.STA:BOP(21.0.0)","NCL.NNAFANIL_T.P_F.USD.A","OBS_VALUE","New Caledonia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-46.1686136354286","-8.05811197364576","-135.382365259734","-241.430999307916","34.0350024543272","134.487427372468","-218.062979694388","-169.249557197592","-130.322983370694","-7.53431431067455","-48.5579451341787","-48.0505423350931","20.6637877647883","25.9562200473157","51.9855803248438","","","","","","","",""
"IMF.STA:BOP(21.0.0)","ARM.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Armenia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.8","-8.0","-25.32","-17.57","-51.94","-220.829","-122.034","-104.1885","-69.8685","-110.7237938204448","-122.2439749781802","-247.2648601116294","-286.6841718305291","-443.9049256284551","-658.7798480275984","-913.226598537507","-707.800329856072","-501.8623289926607","-434.1382223895943","-473.2107320621685","-315.8295243194742","-377.7743239909893","-155.3760619806903","-263.3045631450797","-223.6911667860317","-259.8425430003176","-233.2801424656539","-85.86161923810229","-341.8292696572052","-925.913971648405","-526.5104679980739","-74.7856151972783"
"IMF.STA:BOP(21.0.0)","CWX.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Curaçao and Sint Maarten","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-49.5301675977654","-74.4111731843575","-58.3575418994413","-71.9441340782123","-155.469273743017","-134.631284916201","-380.024833357542","-44.2540335977654","-286.980948106145","-169.892114385475","-188.569873184358","-172.409643413408","-174.463121620112",""
