"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:BOP(21.0.0)","USA.NNAFANIL_T.FAB.USD.A","OBS_VALUE","United States","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","2070.0","-12728.0","-7879.0","3373.9","-3386.0","22518.0","14210.0","-17790.0","-4584.000000003903","26184.99999999805","24997.0","28578.99999999976","27545.0","-25930.0","-80066.0","-104675.0","-116599.0","-167803.0","-138265.0","-47398.0","-58059.0","-43817.0","-93931.0","-79254.0","-124248.0","-82819.8","-134507.6","-218937.9","-66954.0","-238602.0","-478394.0","-402032.0","-502668.0","-540555.0","-542221.0","-714059.0","-825564.0","-632838.0","-747057.0","-239381.0","-446385.0","-525969.0","-448034.0","-400091.0","-297075.0","-386400.0","-362425.0","-373242.0","-302873.0","-558354.0","-671969.0","-825580.0","-875625.0","-1073027.0","-1128593.0"
"IMF.STA:BOP(21.0.0)","DNK.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Denmark","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","-188.1303163634592","253.8366338226407","85.46887574951671","-56.24453497235459","-56.5302491537832","91.5313667354363","39.33784307548682","-52.12912310500407","89.98956493919655","304.2208568737604","195.3328764507504","491.1876340065345","533.9587666801368","217.1485937347125","976.2345614967593","350.0876085196195","299.4725457501645","1218.666434388007","-339.7702989608987","-844.3975858412246","-1170.75333557635","1737.018526910185","1563.12942681748","-2460.063169394076","971.169201282501","-7632.079641619467","3867.132763205675","-1781.036187829954","-328.5319100870017","-1125.764967307017","4121.372123389591","5614.230182283677","5522.777657568073","16554.67283777371","2391.586852259621","10927.2787422981","-436.0992193703779","5411.285380973631","6328.175744807904","3342.265730448303","5642.339768002106","10094.43424672774","6536.057842611823","-2434.129011643328","9775.759922640045","8270.778011429318","19477.39439119426","1404.958420350527","3137.28854159697","11887.35309196268"
"IMF.STA:BOP(21.0.0)","CAF.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Central African Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","CMR.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Cameroon","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-91.98969729992591","-167.2458227358761","-124.3879065139393","-448.6946208019233","-482.4616317675598","-384.7766101876996","-408.9317474358403","-295.1551265785485","-450.9140899959752","-472.9055968121258","-1295.948808650127","-207.118915280169","-438.5779311215239","-627.7344980380977","-369.5762022994466","-933.4252111300412","-527.788665662973","74.67516093507768","-60.62325037960334","-94.78637404609572","-378.3791140342419","-279.9723759134975","-397.1564329639917","-124.0853423927507","-458.2214049666019","-531.4478460530362","-368.1995993831124","-309.4864963385784","-338.1416258701923","1963.588597335422","664.0046192560399","-98.9910221940044","-773.372498845199","-526.1398926301589","-715.5394872198772","-998.7609452533911","-1178.379602206097","-1392.616437817655","-1155.91381884369","-952.437372255124","-860.8424097333761","-1276.10895628816","-1443.60775161335","-1424.443314749666","-1797.466318408808","-1262.601399654794","-1772.235182535402",""
"IMF.STA:BOP(21.0.0)","PLW.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Palau, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74363400999999","0.37798562000002","5.32295611000001","-7.25284564988539","3.15935433821945","-0.630149983878653","-1.92548983695464","6.22041471999999","10.2336780227243","-6.96817000000002","5.2932594","0.331","1.41","67.216","-13.945","-8.216","-3.408","-12.086","",""
"IMF.STA:BOP(21.0.0)","GNB.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Guinea-Bissau","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","-0.79122719257723","-2.52515034096704","-3.48933053135612","-9.22797686803345","-7.99669147275777","-17.219679306425","-18.5601161774126","-5.97006665847858","-17.5402","-27.7102","-24.1657530800866","-6.77378293298798","-19.6378618424038","-26.1053795505369","-16.2300414122476","-23.54820751827663","-15.35709350890918","-20.96907780020368","-71.26886004982008","-20.67543322237556","-17.58297681082824","-21.12287789793604","-24.82797731980636",""
"IMF.STA:BOP(21.0.0)","BMU.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Bermuda","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-588.51","-5.751847593511","-2811.842551674684","1637.63634705301","935.841624541051","2395.686848425186","-1059.920328457322","1612.734360336484","-8.555618955812","1482.911058093942","-401.121559840304","698.117602611315","-917.24993548","567.85164059","852.71362","-972.03726602","-36.315964040081","250.3843608146882",""
"IMF.STA:BOP(21.0.0)","MDG.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Madagascar, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","0.0","0.0","","","1.64688413108878","0.172626878873652","0.267907434438043","-0.234556769318914","4.82757279883442","1.6607657064138","1.04123085536116","-0.134486839453773","2.66855141818729","3.55435280027302","20.7608000556384","1.25992525436797","-0.695183761490661","0.383016938053733","0.0540883747601394","-2.33561779426415","-0.143153062143445","-0.304576505662138","",""
"IMF.STA:BOP(21.0.0)","GNB.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Guinea-Bissau","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-44.1","-34.4","-49.3","-54.9","-26.7","-20.74","-25.3882436","-50.22704952","-17.41","-58.41","-46.48","-41.38","-25.85","3.0","-15.3","6.49","","","","19.3755169244387","33.4797631854919","47.863016134746","35.543327518167","29.6093711288597","-8.86802009594544","6.67004175125769","3.15003517155913","13.5700635402151","905.41545210983","38.2869196589291","-61.7238493000513","-10.4233454976866","74.1420739554652","67.5114942079994","45.8385295541136","92.8450414780597","-19.27359484993737","-105.5322712989613","-32.73712330099175","19.85805383866748","-142.5380762309166","-149.6828285290605",""
"IMF.STA:BOP(21.0.0)","LBY.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Libya","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","511.736155296675","730.2795826742","609.016691749113","1135.95389012173","769.460071657945","411.075045384019","326.630705630301","16.8888678944498","-119.235407173716","176.920553658922","211.090752296481","-41.9923701627094","-90.1196620588376","-53.676639760791","81.9297469568094","-249.686245879462","-537.503309768624","98.4590413406381","157.122553953657","163.919500532557","301.389048551733","383.682223859811","354.023690514201","-43.0","308.0","-281.0","-80.0","-71.0","-910.0","-1590.0","-756.2","1776.9","-206.0","938.0","131.0","2508.8","707.7","-77.6","394.9","439.5","-294.5","275.6","-268.5","350.4","-377.6","-641.3","-794.7",""
"IMF.STA:BOP(21.0.0)","ISR.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Israel","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","-11.0","-7.0","-7.0","-12.0","-17.0","-17.0","-13.0","-24.0","-54.0","-59.0","0.0","0.0","0.0","-1.0","-36.0","2.0","-11.0","-33.0","-40.0","-53.0","-114.0","-149.0","-84.0","-47.0","-41.0","-75.0","-32.0","-10.0","-54.0","-0.8","168.1","21.7","-65.4","-16.4","-16.4","-56.8","-120.0","-51.0","48.4","-14.6","-9.0","10.5","300.0","-530.1","-582.0","-711.1","-613.1","-3320.8","-4712.2","-1084.0","-601.7","-1236.3","1594.0","-1873.1","1042.4","-193.6","-3065.0","-2855.8","958.7","-1252.1","-6741.7","-7984.0","-1523.4","-367.8","2590.4","-9268.6","-15427.9","-8673.4","-16389.8","-8580.7","-11928.2","-8224.0","-6330.8"
"IMF.STA:BOP(21.0.0)","GIN.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Guinea","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-101.2","-47.32","-156.06","10.87","-143.97","-175.37","-183.45","-149.71","-207.07","-136.78","-106.794","66.267","-136.35","-179.456002114352","-78.2785469070726","-31.1526681237924","51.9104485708501","-297.903733051729","-142.77","-68.09","-195.57","-289.45","-401.0","-330.68","-220.07","-1049.67","-562.32","740.6","397.5408181060801","-788.1188162469141","-2576.474832604844","666.58","-46.52","-272.64","2831.85","4798.69","3563.072","2124.41","-162.94"
"IMF.STA:BOP(21.0.0)","GNQ.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Equatorial Guinea, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","-0.8902589696127","-11.0737786647058","-41.3247589335023","-6.01832015756731","-22.3016756350731","-16.9955334921224","-126.924170672485","-376.180404220707","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","ROU.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Romania","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","-37.0","-73.0","-87.0","-341.0","-417.0","-263.0","-1224.0","-2040.0","-1025.0","-1048.0","-1174.0","-1128.0","-1805.0","-6373.0","-6168.258156818217","-10505.02092705271","-9437.017527625909","-13354.82128429765","-4624.155850096782","-2978.138616075641","-2313.269044873756","-3255.01808708516","-3914.748126712944","-3599.990318254556","-3287.699498318602","-4996.2716442778","-5567.067591206855","-5840.364014707634","-5441.57277322615","-3403.789382686062","-10429.91061395453","-9303.199865423687","-6880.523040271588","-6206.049639947021"
"IMF.STA:BOP(21.0.0)","CSK.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Czechoslovakia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","SYC.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Seychelles","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.313317593252425","-4.801538586289434","-3.653379616393227","-4.372898277895107","-5.706286876993718","-2.843012846825553","-5.078315411113299","-5.878860592883662","-5.856449748222994","-1.085136341324266","-8.42112724412773","-14.01519539358955","-18.91723929953449","-21.50781412145251","-19.1141904192017","-18.44788117939844","-7.84194645962181","-17.8325592167055","-17.4055509862321","-28.9165734805412","-16.3380829580247","-43.5107707560668","-50.2072172082925","-46.2323158272371","-13.8261348952393","-56.2025451519053","-38.986033454782","-50.2784738247702","-30.4148521","-78.1896936363636","-137.884911244712","-158.0967204841238","-166.8654441525045","-162.9163077641086","-153.6438674849999","-135.3221265740412","-425.5676599728693","-125.2939147692189","-185.2276659319751","-192.9592764374933","-176.199080623455","346.7815077569736","-315.4448345417121","-265.2342383564846","-134.574089816785","-160.3425589674241","-226.3524337332646","-279.2173154463445",""
"IMF.STA:BOP(21.0.0)","KNA.NNAFANIL_T.D_F.USD.A","OBS_VALUE","St. Kitts and Nevis","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0","-0.9","-2.2","-13.5","-6.0","-8.0","-9.203703703703704","-16.64814814814815","-13.13333333333333","-40.8","-48.78518518518519","-21.44814814814815","-12.52962962962963","-13.75925925925926","-15.34814814814815","-20.47037037037037","-35.17407407407407","-19.67037037037037","-31.92592592592593","-57.73703703703704","-86.18246404451816","-83.56691858131481","-75.7285363765648","-75.50472871027407","-45.95409752906148","-54.16739036037778","-100.6087822711015","-125.69925698402","-147.8999534031904","-134.3480904010026","-122.2176244496985","-84.96787751238593","-107.9201979215733","-132.6424928617356","-151.2528366666667","-133.21167","-124.4469437037037","-41.89471259259259","-11.94715333333333","-50.16576703703704","1.109897037037037","-34.39408","-50.71294851851852","-31.87562777777778","-19.46620518518519"
